File name,Path,Last modified,Created date,Last accessed,Size,Level,Inside files,Inside dirs,Created by 
lib,D:\CODE\react\AppeWatch\apple-watch\node_modules\@babel\helper-wrap-function\lib,2022-12-23 04:28:49.264592,2022-12-23 04:28:47.968614,1970-01-01 04:00:00,0,9,2,0,rusab
helpers,D:\CODE\react\AppeWatch\apple-watch\node_modules\@babel\helpers,2022-12-23 04:28:55.312782,2022-12-23 04:28:44.056834,1970-01-01 04:00:00,0,8,44,3,rusab
lib,D:\CODE\react\AppeWatch\apple-watch\node_modules\@babel\helpers\lib,2022-12-23 04:28:55.270717,2022-12-23 04:28:47.973750,1970-01-01 05:08:16,4096,9,38,1,rusab
helpers,D:\CODE\react\AppeWatch\apple-watch\node_modules\@babel\helpers\lib\helpers,2022-12-23 04:28:55.216378,2022-12-23 04:28:51.545344,1970-01-01 05:08:16,4096,10,32,0,rusab
scripts,D:\CODE\react\AppeWatch\apple-watch\node_modules\@babel\helpers\scripts,2022-12-23 04:28:55.365324,2022-12-23 04:28:55.312782,1970-01-01 04:00:00,0,9,3,0,rusab
highlight,D:\CODE\react\AppeWatch\apple-watch\node_modules\@babel\highlight,2022-12-23 04:28:49.264592,2022-12-23 04:28:44.056834,1970-01-01 04:00:00,0,8,4,1,rusab
lib,D:\CODE\react\AppeWatch\apple-watch\node_modules\@babel\highlight\lib,2022-12-23 04:28:48.560615,2022-12-23 04:28:47.973750,1970-01-01 04:00:00,0,9,1,0,rusab
parser,D:\CODE\react\AppeWatch\apple-watch\node_modules\@babel\parser,2022-12-23 04:28:55.051579,2022-12-23 04:28:44.056834,1970-01-01 05:08:16,4096,8,9,3,rusab
bin,D:\CODE\react\AppeWatch\apple-watch\node_modules\@babel\parser\bin,2022-12-23 04:28:49.692183,2022-12-23 04:28:49.314567,1970-01-01 04:00:00,0,9,1,0,rusab
lib,D:\CODE\react\AppeWatch\apple-watch\node_modules\@babel\parser\lib,2022-12-23 04:28:52.786027,2022-12-23 04:28:50.662974,1970-01-01 04:00:00,0,9,2,0,rusab
typings,D:\CODE\react\AppeWatch\apple-watch\node_modules\@babel\parser\typings,2022-12-23 04:28:55.065589,2022-12-23 04:28:55.051579,1970-01-01 04:00:00,0,9,1,0,rusab
plugin-bugfix-safari-id-destructuring-collision-in-function-expression,D:\CODE\react\AppeWatch\apple-watch\node_modules\@babel\plugin-bugfix-safari-id-destructuring-collision-in-function-expression,2022-12-23 04:28:49.885061,2022-12-23 04:28:44.056834,1970-01-01 04:00:00,0,8,5,1,rusab
lib,D:\CODE\react\AppeWatch\apple-watch\node_modules\@babel\plugin-bugfix-safari-id-destructuring-collision-in-function-expression\lib,2022-12-23 04:28:49.264592,2022-12-23 04:28:47.973750,1970-01-01 04:00:00,0,9,2,0,rusab
plugin-bugfix-v8-spread-parameters-in-optional-chaining,D:\CODE\react\AppeWatch\apple-watch\node_modules\@babel\plugin-bugfix-v8-spread-parameters-in-optional-chaining,2022-12-23 04:28:49.884067,2022-12-23 04:28:44.056834,1970-01-01 04:00:00,0,8,5,1,rusab
lib,D:\CODE\react\AppeWatch\apple-watch\node_modules\@babel\plugin-bugfix-v8-spread-parameters-in-optional-chaining\lib,2022-12-23 04:28:49.264592,2022-12-23 04:28:47.973750,1970-01-01 04:00:00,0,9,2,0,rusab
plugin-proposal-async-generator-functions,D:\CODE\react\AppeWatch\apple-watch\node_modules\@babel\plugin-proposal-async-generator-functions,2022-12-23 04:28:50.895647,2022-12-23 04:28:44.056834,1970-01-01 04:00:00,0,8,7,1,rusab
lib,D:\CODE\react\AppeWatch\apple-watch\node_modules\@babel\plugin-proposal-async-generator-functions\lib,2022-12-23 04:28:50.194928,2022-12-23 04:28:47.973750,1970-01-01 04:00:00,0,9,4,0,rusab
plugin-proposal-class-properties,D:\CODE\react\AppeWatch\apple-watch\node_modules\@babel\plugin-proposal-class-properties,2022-12-23 04:28:49.264592,2022-12-23 04:28:44.056834,1970-01-01 04:00:00,0,8,4,1,rusab
lib,D:\CODE\react\AppeWatch\apple-watch\node_modules\@babel\plugin-proposal-class-properties\lib,2022-12-23 04:28:48.558612,2022-12-23 04:28:47.972613,1970-01-01 04:00:00,0,9,1,0,rusab
plugin-proposal-class-static-block,D:\CODE\react\AppeWatch\apple-watch\node_modules\@babel\plugin-proposal-class-static-block,2022-12-23 04:28:49.884067,2022-12-23 04:28:44.056834,1970-01-01 04:00:00,0,8,5,1,rusab
lib,D:\CODE\react\AppeWatch\apple-watch\node_modules\@babel\plugin-proposal-class-static-block\lib,2022-12-23 04:28:49.264592,2022-12-23 04:28:47.972613,1970-01-01 04:00:00,0,9,2,0,rusab
plugin-proposal-decorators,D:\CODE\react\AppeWatch\apple-watch\node_modules\@babel\plugin-proposal-decorators,2022-12-23 04:28:51.604364,2022-12-23 04:28:44.075686,1970-01-01 04:00:00,0,8,9,1,rusab
lib,D:\CODE\react\AppeWatch\apple-watch\node_modules\@babel\plugin-proposal-decorators\lib,2022-12-23 04:28:51.306404,2022-12-23 04:28:47.967614,1970-01-01 05:08:16,4096,9,6,0,rusab
plugin-proposal-dynamic-import,D:\CODE\react\AppeWatch\apple-watch\node_modules\@babel\plugin-proposal-dynamic-import,2022-12-23 04:28:49.264592,2022-12-23 04:28:44.056834,1970-01-01 04:00:00,0,8,4,1,rusab
lib,D:\CODE\react\AppeWatch\apple-watch\node_modules\@babel\plugin-proposal-dynamic-import\lib,2022-12-23 04:28:48.557616,2022-12-23 04:28:47.972613,1970-01-01 04:00:00,0,9,1,0,rusab
plugin-proposal-export-namespace-from,D:\CODE\react\AppeWatch\apple-watch\node_modules\@babel\plugin-proposal-export-namespace-from,2022-12-23 04:28:49.264592,2022-12-23 04:28:44.056834,1970-01-01 04:00:00,0,8,4,1,rusab
lib,D:\CODE\react\AppeWatch\apple-watch\node_modules\@babel\plugin-proposal-export-namespace-from\lib,2022-12-23 04:28:48.559615,2022-12-23 04:28:47.973750,1970-01-01 04:00:00,0,9,1,0,rusab
plugin-proposal-json-strings,D:\CODE\react\AppeWatch\apple-watch\node_modules\@babel\plugin-proposal-json-strings,2022-12-23 04:28:49.264592,2022-12-23 04:28:44.056834,1970-01-01 04:00:00,0,8,4,1,rusab
lib,D:\CODE\react\AppeWatch\apple-watch\node_modules\@babel\plugin-proposal-json-strings\lib,2022-12-23 04:28:48.558612,2022-12-23 04:28:47.972613,1970-01-01 04:00:00,0,9,1,0,rusab
plugin-proposal-logical-assignment-operators,D:\CODE\react\AppeWatch\apple-watch\node_modules\@babel\plugin-proposal-logical-assignment-operators,2022-12-23 04:28:49.884067,2022-12-23 04:28:44.056834,1970-01-01 04:00:00,0,8,5,1,rusab
lib,D:\CODE\react\AppeWatch\apple-watch\node_modules\@babel\plugin-proposal-logical-assignment-operators\lib,2022-12-23 04:28:49.264592,2022-12-23 04:28:47.973617,1970-01-01 04:00:00,0,9,2,0,rusab
plugin-proposal-nullish-coalescing-operator,D:\CODE\react\AppeWatch\apple-watch\node_modules\@babel\plugin-proposal-nullish-coalescing-operator,2022-12-23 04:28:49.264592,2022-12-23 04:28:44.056834,1970-01-01 04:00:00,0,8,4,1,rusab
lib,D:\CODE\react\AppeWatch\apple-watch\node_modules\@babel\plugin-proposal-nullish-coalescing-operator\lib,2022-12-23 04:28:48.558612,2022-12-23 04:28:47.973617,1970-01-01 04:00:00,0,9,1,0,rusab
plugin-proposal-numeric-separator,D:\CODE\react\AppeWatch\apple-watch\node_modules\@babel\plugin-proposal-numeric-separator,2022-12-23 04:28:49.264592,2022-12-23 04:28:44.056834,1970-01-01 04:00:00,0,8,4,1,rusab
lib,D:\CODE\react\AppeWatch\apple-watch\node_modules\@babel\plugin-proposal-numeric-separator\lib,2022-12-23 04:28:48.557616,2022-12-23 04:28:47.972613,1970-01-01 04:00:00,0,9,1,0,rusab
plugin-proposal-object-rest-spread,D:\CODE\react\AppeWatch\apple-watch\node_modules\@babel\plugin-proposal-object-rest-spread,2022-12-23 04:28:50.194928,2022-12-23 04:28:44.056834,1970-01-01 04:00:00,0,8,5,1,rusab
lib,D:\CODE\react\AppeWatch\apple-watch\node_modules\@babel\plugin-proposal-object-rest-spread\lib,2022-12-23 04:28:49.589355,2022-12-23 04:28:47.972613,1970-01-01 04:00:00,0,9,2,0,rusab
plugin-proposal-optional-catch-binding,D:\CODE\react\AppeWatch\apple-watch\node_modules\@babel\plugin-proposal-optional-catch-binding,2022-12-23 04:28:49.264592,2022-12-23 04:28:44.056834,1970-01-01 04:00:00,0,8,4,1,rusab
lib,D:\CODE\react\AppeWatch\apple-watch\node_modules\@babel\plugin-proposal-optional-catch-binding\lib,2022-12-23 04:28:48.557616,2022-12-23 04:28:47.972613,1970-01-01 04:00:00,0,9,1,0,rusab
plugin-proposal-optional-chaining,D:\CODE\react\AppeWatch\apple-watch\node_modules\@babel\plugin-proposal-optional-chaining,2022-12-23 04:28:50.080449,2022-12-23 04:28:44.056834,1970-01-01 04:00:00,0,8,5,1,rusab
lib,D:\CODE\react\AppeWatch\apple-watch\node_modules\@babel\plugin-proposal-optional-chaining\lib,2022-12-23 04:28:49.264592,2022-12-23 04:28:47.972613,1970-01-01 04:00:00,0,9,2,0,rusab
plugin-proposal-private-methods,D:\CODE\react\AppeWatch\apple-watch\node_modules\@babel\plugin-proposal-private-methods,2022-12-23 04:28:49.264592,2022-12-23 04:28:44.056834,1970-01-01 04:00:00,0,8,4,1,rusab
lib,D:\CODE\react\AppeWatch\apple-watch\node_modules\@babel\plugin-proposal-private-methods\lib,2022-12-23 04:28:48.557616,2022-12-23 04:28:47.972613,1970-01-01 04:00:00,0,9,1,0,rusab
plugin-proposal-private-property-in-object,D:\CODE\react\AppeWatch\apple-watch\node_modules\@babel\plugin-proposal-private-property-in-object,2022-12-23 04:28:50.012880,2022-12-23 04:28:44.056834,1970-01-01 04:00:00,0,8,5,1,rusab
lib,D:\CODE\react\AppeWatch\apple-watch\node_modules\@babel\plugin-proposal-private-property-in-object\lib,2022-12-23 04:28:49.264592,2022-12-23 04:28:47.971614,1970-01-01 04:00:00,0,9,2,0,rusab
plugin-proposal-unicode-property-regex,D:\CODE\react\AppeWatch\apple-watch\node_modules\@babel\plugin-proposal-unicode-property-regex,2022-12-23 04:28:49.264592,2022-12-23 04:28:44.056834,1970-01-01 04:00:00,0,8,4,1,rusab
lib,D:\CODE\react\AppeWatch\apple-watch\node_modules\@babel\plugin-proposal-unicode-property-regex\lib,2022-12-23 04:28:48.557616,2022-12-23 04:28:47.972613,1970-01-01 04:00:00,0,9,1,0,rusab
plugin-syntax-async-generators,D:\CODE\react\AppeWatch\apple-watch\node_modules\@babel\plugin-syntax-async-generators,2022-12-23 04:28:49.264592,2022-12-23 04:28:44.056834,1970-01-01 04:00:00,0,8,4,1,rusab
lib,D:\CODE\react\AppeWatch\apple-watch\node_modules\@babel\plugin-syntax-async-generators\lib,2022-12-23 04:28:47.691289,2022-12-23 04:28:47.258868,1970-01-01 04:00:00,0,9,1,0,rusab
plugin-syntax-bigint,D:\CODE\react\AppeWatch\apple-watch\node_modules\@babel\plugin-syntax-bigint,2022-12-23 04:28:49.258461,2022-12-23 04:28:44.075686,1970-01-01 04:00:00,0,8,4,1,rusab
lib,D:\CODE\react\AppeWatch\apple-watch\node_modules\@babel\plugin-syntax-bigint\lib,2022-12-23 04:28:47.674568,2022-12-23 04:28:47.251353,1970-01-01 04:00:00,0,9,1,0,rusab
plugin-syntax-class-properties,D:\CODE\react\AppeWatch\apple-watch\node_modules\@babel\plugin-syntax-class-properties,2022-12-23 04:28:49.264592,2022-12-23 04:28:44.056834,1970-01-01 04:00:00,0,8,4,1,rusab
lib,D:\CODE\react\AppeWatch\apple-watch\node_modules\@babel\plugin-syntax-class-properties\lib,2022-12-23 04:28:48.557616,2022-12-23 04:28:47.972613,1970-01-01 04:00:00,0,9,1,0,rusab
plugin-syntax-class-static-block,D:\CODE\react\AppeWatch\apple-watch\node_modules\@babel\plugin-syntax-class-static-block,2022-12-23 04:28:49.264592,2022-12-23 04:28:44.056834,1970-01-01 04:00:00,0,8,4,1,rusab
lib,D:\CODE\react\AppeWatch\apple-watch\node_modules\@babel\plugin-syntax-class-static-block\lib,2022-12-23 04:28:48.557616,2022-12-23 04:28:47.971614,1970-01-01 04:00:00,0,9,1,0,rusab
plugin-syntax-decorators,D:\CODE\react\AppeWatch\apple-watch\node_modules\@babel\plugin-syntax-decorators,2022-12-23 04:28:49.879077,2022-12-23 04:28:44.075686,1970-01-01 04:00:00,0,8,5,1,rusab
lib,D:\CODE\react\AppeWatch\apple-watch\node_modules\@babel\plugin-syntax-decorators\lib,2022-12-23 04:28:49.258461,2022-12-23 04:28:47.966613,1970-01-01 04:00:00,0,9,2,0,rusab
plugin-syntax-dynamic-import,D:\CODE\react\AppeWatch\apple-watch\node_modules\@babel\plugin-syntax-dynamic-import,2022-12-23 04:28:49.264592,2022-12-23 04:28:44.056834,1970-01-01 04:00:00,0,8,4,1,rusab
lib,D:\CODE\react\AppeWatch\apple-watch\node_modules\@babel\plugin-syntax-dynamic-import\lib,2022-12-23 04:28:47.691289,2022-12-23 04:28:47.258868,1970-01-01 04:00:00,0,9,1,0,rusab
plugin-syntax-export-namespace-from,D:\CODE\react\AppeWatch\apple-watch\node_modules\@babel\plugin-syntax-export-namespace-from,2022-12-23 04:28:49.264592,2022-12-23 04:28:44.056834,1970-01-01 04:00:00,0,8,4,1,rusab
lib,D:\CODE\react\AppeWatch\apple-watch\node_modules\@babel\plugin-syntax-export-namespace-from\lib,2022-12-23 04:28:47.690238,2022-12-23 04:28:47.258868,1970-01-01 04:00:00,0,9,1,0,rusab
plugin-syntax-flow,D:\CODE\react\AppeWatch\apple-watch\node_modules\@babel\plugin-syntax-flow,2022-12-23 04:28:49.257461,2022-12-23 04:28:44.075686,1970-01-01 04:00:00,0,8,4,1,rusab
lib,D:\CODE\react\AppeWatch\apple-watch\node_modules\@babel\plugin-syntax-flow\lib,2022-12-23 04:28:48.334636,2022-12-23 04:28:47.966613,1970-01-01 04:00:00,0,9,1,0,rusab
plugin-syntax-import-assertions,D:\CODE\react\AppeWatch\apple-watch\node_modules\@babel\plugin-syntax-import-assertions,2022-12-23 04:28:49.884067,2022-12-23 04:28:44.056834,1970-01-01 04:00:00,0,8,5,1,rusab
lib,D:\CODE\react\AppeWatch\apple-watch\node_modules\@babel\plugin-syntax-import-assertions\lib,2022-12-23 04:28:49.264592,2022-12-23 04:28:47.971614,1970-01-01 04:00:00,0,9,2,0,rusab
plugin-syntax-import-meta,D:\CODE\react\AppeWatch\apple-watch\node_modules\@babel\plugin-syntax-import-meta,2022-12-23 04:28:49.260460,2022-12-23 04:28:44.075686,1970-01-01 04:00:00,0,8,4,1,rusab
lib,D:\CODE\react\AppeWatch\apple-watch\node_modules\@babel\plugin-syntax-import-meta\lib,2022-12-23 04:28:47.674568,2022-12-23 04:28:47.251353,1970-01-01 04:00:00,0,9,1,0,rusab
plugin-syntax-json-strings,D:\CODE\react\AppeWatch\apple-watch\node_modules\@babel\plugin-syntax-json-strings,2022-12-23 04:28:49.264592,2022-12-23 04:28:44.056834,1970-01-01 04:00:00,0,8,4,1,rusab
lib,D:\CODE\react\AppeWatch\apple-watch\node_modules\@babel\plugin-syntax-json-strings\lib,2022-12-23 04:28:47.690238,2022-12-23 04:28:47.258868,1970-01-01 04:00:00,0,9,1,0,rusab
plugin-syntax-jsx,D:\CODE\react\AppeWatch\apple-watch\node_modules\@babel\plugin-syntax-jsx,2022-12-23 04:28:49.263506,2022-12-23 04:28:44.072462,1970-01-01 04:00:00,0,8,4,1,rusab
lib,D:\CODE\react\AppeWatch\apple-watch\node_modules\@babel\plugin-syntax-jsx\lib,2022-12-23 04:28:48.361564,2022-12-23 04:28:47.968614,1970-01-01 04:00:00,0,9,1,0,rusab
plugin-syntax-logical-assignment-operators,D:\CODE\react\AppeWatch\apple-watch\node_modules\@babel\plugin-syntax-logical-assignment-operators,2022-12-23 04:28:49.264592,2022-12-23 04:28:44.056834,1970-01-01 04:00:00,0,8,4,1,rusab
lib,D:\CODE\react\AppeWatch\apple-watch\node_modules\@babel\plugin-syntax-logical-assignment-operators\lib,2022-12-23 04:28:47.690238,2022-12-23 04:28:47.258868,1970-01-01 04:00:00,0,9,1,0,rusab
plugin-syntax-nullish-coalescing-operator,D:\CODE\react\AppeWatch\apple-watch\node_modules\@babel\plugin-syntax-nullish-coalescing-operator,2022-12-23 04:28:49.264592,2022-12-23 04:28:44.056834,1970-01-01 04:00:00,0,8,4,1,rusab
lib,D:\CODE\react\AppeWatch\apple-watch\node_modules\@babel\plugin-syntax-nullish-coalescing-operator\lib,2022-12-23 04:28:47.690238,2022-12-23 04:28:47.258868,1970-01-01 04:00:00,0,9,1,0,rusab
plugin-syntax-numeric-separator,D:\CODE\react\AppeWatch\apple-watch\node_modules\@babel\plugin-syntax-numeric-separator,2022-12-23 04:28:49.264592,2022-12-23 04:28:44.056834,1970-01-01 04:00:00,0,8,4,1,rusab
lib,D:\CODE\react\AppeWatch\apple-watch\node_modules\@babel\plugin-syntax-numeric-separator\lib,2022-12-23 04:28:47.690238,2022-12-23 04:28:47.258868,1970-01-01 04:00:00,0,9,1,0,rusab
plugin-syntax-object-rest-spread,D:\CODE\react\AppeWatch\apple-watch\node_modules\@babel\plugin-syntax-object-rest-spread,2022-12-23 04:28:49.264592,2022-12-23 04:28:44.056834,1970-01-01 04:00:00,0,8,4,1,rusab
lib,D:\CODE\react\AppeWatch\apple-watch\node_modules\@babel\plugin-syntax-object-rest-spread\lib,2022-12-23 04:28:47.690238,2022-12-23 04:28:47.258868,1970-01-01 04:00:00,0,9,1,0,rusab
plugin-syntax-optional-catch-binding,D:\CODE\react\AppeWatch\apple-watch\node_modules\@babel\plugin-syntax-optional-catch-binding,2022-12-23 04:28:49.264592,2022-12-23 04:28:44.056834,1970-01-01 04:00:00,0,8,4,1,rusab
lib,D:\CODE\react\AppeWatch\apple-watch\node_modules\@babel\plugin-syntax-optional-catch-binding\lib,2022-12-23 04:28:47.690238,2022-12-23 04:28:47.258868,1970-01-01 04:00:00,0,9,1,0,rusab
plugin-syntax-optional-chaining,D:\CODE\react\AppeWatch\apple-watch\node_modules\@babel\plugin-syntax-optional-chaining,2022-12-23 04:28:49.264592,2022-12-23 04:28:44.056834,1970-01-01 04:00:00,0,8,4,1,rusab
lib,D:\CODE\react\AppeWatch\apple-watch\node_modules\@babel\plugin-syntax-optional-chaining\lib,2022-12-23 04:28:47.690238,2022-12-23 04:28:47.258868,1970-01-01 04:00:00,0,9,1,0,rusab
plugin-syntax-private-property-in-object,D:\CODE\react\AppeWatch\apple-watch\node_modules\@babel\plugin-syntax-private-property-in-object,2022-12-23 04:28:49.264592,2022-12-23 04:28:44.056834,1970-01-01 04:00:00,0,8,4,1,rusab
lib,D:\CODE\react\AppeWatch\apple-watch\node_modules\@babel\plugin-syntax-private-property-in-object\lib,2022-12-23 04:28:48.557616,2022-12-23 04:28:47.971614,1970-01-01 04:00:00,0,9,1,0,rusab
plugin-syntax-top-level-await,D:\CODE\react\AppeWatch\apple-watch\node_modules\@babel\plugin-syntax-top-level-await,2022-12-23 04:28:49.264592,2022-12-23 04:28:44.056834,1970-01-01 04:00:00,0,8,4,1,rusab
lib,D:\CODE\react\AppeWatch\apple-watch\node_modules\@babel\plugin-syntax-top-level-await\lib,2022-12-23 04:28:48.556621,2022-12-23 04:28:47.971614,1970-01-01 04:00:00,0,9,1,0,rusab
plugin-syntax-typescript,D:\CODE\react\AppeWatch\apple-watch\node_modules\@babel\plugin-syntax-typescript,2022-12-23 04:28:49.878063,2022-12-23 04:28:44.075686,1970-01-01 04:00:00,0,8,5,1,rusab
lib,D:\CODE\react\AppeWatch\apple-watch\node_modules\@babel\plugin-syntax-typescript\lib,2022-12-23 04:28:49.257461,2022-12-23 04:28:47.966613,1970-01-01 04:00:00,0,9,2,0,rusab
plugin-transform-arrow-functions,D:\CODE\react\AppeWatch\apple-watch\node_modules\@babel\plugin-transform-arrow-functions,2022-12-23 04:28:49.884067,2022-12-23 04:28:44.056834,1970-01-01 04:00:00,0,8,5,1,rusab
lib,D:\CODE\react\AppeWatch\apple-watch\node_modules\@babel\plugin-transform-arrow-functions\lib,2022-12-23 04:28:49.264592,2022-12-23 04:28:47.971614,1970-01-01 04:00:00,0,9,2,0,rusab
plugin-transform-async-to-generator,D:\CODE\react\AppeWatch\apple-watch\node_modules\@babel\plugin-transform-async-to-generator,2022-12-23 04:28:49.884067,2022-12-23 04:28:44.056834,1970-01-01 04:00:00,0,8,5,1,rusab
lib,D:\CODE\react\AppeWatch\apple-watch\node_modules\@babel\plugin-transform-async-to-generator\lib,2022-12-23 04:28:49.264592,2022-12-23 04:28:47.971614,1970-01-01 04:00:00,0,9,2,0,rusab
plugin-transform-block-scoped-functions,D:\CODE\react\AppeWatch\apple-watch\node_modules\@babel\plugin-transform-block-scoped-functions,2022-12-23 04:28:49.264592,2022-12-23 04:28:44.056834,1970-01-01 04:00:00,0,8,4,1,rusab
lib,D:\CODE\react\AppeWatch\apple-watch\node_modules\@babel\plugin-transform-block-scoped-functions\lib,2022-12-23 04:28:48.557616,2022-12-23 04:28:47.971614,1970-01-01 04:00:00,0,9,1,0,rusab
plugin-transform-block-scoping,D:\CODE\react\AppeWatch\apple-watch\node_modules\@babel\plugin-transform-block-scoping,2022-12-23 04:28:51.810055,2022-12-23 04:28:44.056834,1970-01-01 04:00:00,0,8,11,1,rusab
lib,D:\CODE\react\AppeWatch\apple-watch\node_modules\@babel\plugin-transform-block-scoping\lib,2022-12-23 04:28:51.667708,2022-12-23 04:28:47.971614,1970-01-01 05:08:16,4096,9,8,0,rusab
plugin-transform-classes,D:\CODE\react\AppeWatch\apple-watch\node_modules\@babel\plugin-transform-classes,2022-12-23 04:28:51.572929,2022-12-23 04:28:44.056834,1970-01-01 04:00:00,0,8,9,1,rusab
lib,D:\CODE\react\AppeWatch\apple-watch\node_modules\@babel\plugin-transform-classes\lib,2022-12-23 04:28:51.201193,2022-12-23 04:28:47.970612,1970-01-01 05:08:16,4096,9,6,0,rusab
plugin-transform-computed-properties,D:\CODE\react\AppeWatch\apple-watch\node_modules\@babel\plugin-transform-computed-properties,2022-12-23 04:28:50.008882,2022-12-23 04:28:44.056834,1970-01-01 04:00:00,0,8,5,1,rusab
lib,D:\CODE\react\AppeWatch\apple-watch\node_modules\@babel\plugin-transform-computed-properties\lib,2022-12-23 04:28:49.264592,2022-12-23 04:28:47.970612,1970-01-01 04:00:00,0,9,2,0,rusab
plugin-transform-destructuring,D:\CODE\react\AppeWatch\apple-watch\node_modules\@babel\plugin-transform-destructuring,2022-12-23 04:28:50.609136,2022-12-23 04:28:44.056834,1970-01-01 04:00:00,0,8,5,1,rusab
lib,D:\CODE\react\AppeWatch\apple-watch\node_modules\@babel\plugin-transform-destructuring\lib,2022-12-23 04:28:49.584354,2022-12-23 04:28:47.970612,1970-01-01 04:00:00,0,9,2,0,rusab
plugin-transform-dotall-regex,D:\CODE\react\AppeWatch\apple-watch\node_modules\@babel\plugin-transform-dotall-regex,2022-12-23 04:28:49.264592,2022-12-23 04:28:44.056834,1970-01-01 04:00:00,0,8,4,1,rusab
lib,D:\CODE\react\AppeWatch\apple-watch\node_modules\@babel\plugin-transform-dotall-regex\lib,2022-12-23 04:28:48.556621,2022-12-23 04:28:47.970612,1970-01-01 04:00:00,0,9,1,0,rusab
plugin-transform-duplicate-keys,D:\CODE\react\AppeWatch\apple-watch\node_modules\@babel\plugin-transform-duplicate-keys,2022-12-23 04:28:49.264592,2022-12-23 04:28:44.056834,1970-01-01 04:00:00,0,8,4,1,rusab
lib,D:\CODE\react\AppeWatch\apple-watch\node_modules\@babel\plugin-transform-duplicate-keys\lib,2022-12-23 04:28:48.556621,2022-12-23 04:28:47.970612,1970-01-01 04:00:00,0,9,1,0,rusab
plugin-transform-exponentiation-operator,D:\CODE\react\AppeWatch\apple-watch\node_modules\@babel\plugin-transform-exponentiation-operator,2022-12-23 04:28:49.264592,2022-12-23 04:28:44.056834,1970-01-01 04:00:00,0,8,4,1,rusab
lib,D:\CODE\react\AppeWatch\apple-watch\node_modules\@babel\plugin-transform-exponentiation-operator\lib,2022-12-23 04:28:48.556621,2022-12-23 04:28:47.971614,1970-01-01 04:00:00,0,9,1,0,rusab
plugin-transform-flow-strip-types,D:\CODE\react\AppeWatch\apple-watch\node_modules\@babel\plugin-transform-flow-strip-types,2022-12-23 04:28:50.002875,2022-12-23 04:28:44.075686,1970-01-01 04:00:00,0,8,5,1,rusab
lib,D:\CODE\react\AppeWatch\apple-watch\node_modules\@babel\plugin-transform-flow-strip-types\lib,2022-12-23 04:28:49.258461,2022-12-23 04:28:47.967614,1970-01-01 04:00:00,0,9,2,0,rusab
plugin-transform-for-of,D:\CODE\react\AppeWatch\apple-watch\node_modules\@babel\plugin-transform-for-of,2022-12-23 04:28:50.007878,2022-12-23 04:28:44.056834,1970-01-01 04:00:00,0,8,5,1,rusab
lib,D:\CODE\react\AppeWatch\apple-watch\node_modules\@babel\plugin-transform-for-of\lib,2022-12-23 04:28:49.264592,2022-12-23 04:28:47.970612,1970-01-01 04:00:00,0,9,2,0,rusab
plugin-transform-function-name,D:\CODE\react\AppeWatch\apple-watch\node_modules\@babel\plugin-transform-function-name,2022-12-23 04:28:49.264592,2022-12-23 04:28:44.056834,1970-01-01 04:00:00,0,8,4,1,rusab
lib,D:\CODE\react\AppeWatch\apple-watch\node_modules\@babel\plugin-transform-function-name\lib,2022-12-23 04:28:48.556621,2022-12-23 04:28:47.970612,1970-01-01 04:00:00,0,9,1,0,rusab
plugin-transform-literals,D:\CODE\react\AppeWatch\apple-watch\node_modules\@babel\plugin-transform-literals,2022-12-23 04:28:49.264592,2022-12-23 04:28:44.056834,1970-01-01 04:00:00,0,8,4,1,rusab
lib,D:\CODE\react\AppeWatch\apple-watch\node_modules\@babel\plugin-transform-literals\lib,2022-12-23 04:28:48.556621,2022-12-23 04:28:47.970612,1970-01-01 04:00:00,0,9,1,0,rusab
plugin-transform-member-expression-literals,D:\CODE\react\AppeWatch\apple-watch\node_modules\@babel\plugin-transform-member-expression-literals,2022-12-23 04:28:49.264592,2022-12-23 04:28:44.056834,1970-01-01 04:00:00,0,8,4,1,rusab
lib,D:\CODE\react\AppeWatch\apple-watch\node_modules\@babel\plugin-transform-member-expression-literals\lib,2022-12-23 04:28:48.555620,2022-12-23 04:28:47.970612,1970-01-01 04:00:00,0,9,1,0,rusab
plugin-transform-modules-amd,D:\CODE\react\AppeWatch\apple-watch\node_modules\@babel\plugin-transform-modules-amd,2022-12-23 04:28:50.007878,2022-12-23 04:28:44.056834,1970-01-01 04:00:00,0,8,5,1,rusab
lib,D:\CODE\react\AppeWatch\apple-watch\node_modules\@babel\plugin-transform-modules-amd\lib,2022-12-23 04:28:49.264592,2022-12-23 04:28:47.970612,1970-01-01 04:00:00,0,9,2,0,rusab
plugin-transform-modules-commonjs,D:\CODE\react\AppeWatch\apple-watch\node_modules\@babel\plugin-transform-modules-commonjs,2022-12-23 04:28:51.032885,2022-12-23 04:28:44.056834,1970-01-01 04:00:00,0,8,7,1,rusab
lib,D:\CODE\react\AppeWatch\apple-watch\node_modules\@babel\plugin-transform-modules-commonjs\lib,2022-12-23 04:28:50.253722,2022-12-23 04:28:47.970612,1970-01-01 04:00:00,0,9,4,0,rusab
plugin-transform-modules-systemjs,D:\CODE\react\AppeWatch\apple-watch\node_modules\@babel\plugin-transform-modules-systemjs,2022-12-23 04:28:50.139572,2022-12-23 04:28:44.056834,1970-01-01 04:00:00,0,8,5,1,rusab
