File name,Path,Last modified,Created date,Last accessed,Size,Level,Inside files,Inside dirs,Created by 
types,D:\CODE\react\AppeWatch\apple-watch\node_modules\postcss-reduce-initial\types,2022-12-23 04:28:51.028885,2022-12-23 04:28:50.895647,1970-01-01 04:00:00,0,8,1,0,rusab
postcss-reduce-transforms,D:\CODE\react\AppeWatch\apple-watch\node_modules\postcss-reduce-transforms,2022-12-23 04:28:49.781013,2022-12-23 04:28:43.998336,1970-01-01 04:00:00,0,7,5,2,rusab
src,D:\CODE\react\AppeWatch\apple-watch\node_modules\postcss-reduce-transforms\src,2022-12-23 04:28:47.674568,2022-12-23 04:28:47.244256,1970-01-01 04:00:00,0,8,1,0,rusab
types,D:\CODE\react\AppeWatch\apple-watch\node_modules\postcss-reduce-transforms\types,2022-12-23 04:28:49.979744,2022-12-23 04:28:49.780016,1970-01-01 04:00:00,0,8,1,0,rusab
postcss-replace-overflow-wrap,D:\CODE\react\AppeWatch\apple-watch\node_modules\postcss-replace-overflow-wrap,2022-12-23 04:28:49.740035,2022-12-23 04:28:44.034175,1970-01-01 04:00:00,0,7,5,0,rusab
postcss-selector-not,D:\CODE\react\AppeWatch\apple-watch\node_modules\postcss-selector-not,2022-12-23 04:28:49.840420,2022-12-23 04:28:44.034175,1970-01-01 04:00:00,0,7,7,1,rusab
dist,D:\CODE\react\AppeWatch\apple-watch\node_modules\postcss-selector-not\dist,2022-12-23 04:28:50.865708,2022-12-23 04:28:47.235234,1970-01-01 04:00:00,0,8,3,0,rusab
postcss-selector-parser,D:\CODE\react\AppeWatch\apple-watch\node_modules\postcss-selector-parser,2022-12-23 04:28:55.090592,2022-12-23 04:28:44.030164,1970-01-01 05:08:16,4096,7,36,3,rusab
dist,D:\CODE\react\AppeWatch\apple-watch\node_modules\postcss-selector-parser\dist,2022-12-23 04:28:54.281573,2022-12-23 04:28:47.236238,1970-01-01 05:08:16,4096,8,30,2,rusab
selectors,D:\CODE\react\AppeWatch\apple-watch\node_modules\postcss-selector-parser\dist\selectors,2022-12-23 04:28:54.902072,2022-12-23 04:28:47.283022,1970-01-01 05:08:16,4096,9,19,0,rusab
util,D:\CODE\react\AppeWatch\apple-watch\node_modules\postcss-selector-parser\dist\util,2022-12-23 04:28:54.666151,2022-12-23 04:28:51.257316,1970-01-01 04:00:00,0,9,5,0,rusab
postcss-svgo,D:\CODE\react\AppeWatch\apple-watch\node_modules\postcss-svgo,2022-12-23 04:28:50.944225,2022-12-23 04:28:44.075686,1970-01-01 04:00:00,0,7,265,42,rusab
node_modules,D:\CODE\react\AppeWatch\apple-watch\node_modules\postcss-svgo\node_modules,2022-12-23 04:29:05.818406,2022-12-23 04:28:44.093511,1970-01-01 04:00:00,0,8,257,37,rusab
.bin,D:\CODE\react\AppeWatch\apple-watch\node_modules\postcss-svgo\node_modules\.bin,2022-12-23 04:29:05.825469,2022-12-23 04:29:05.818406,1970-01-01 04:00:00,0,9,3,0,rusab
commander,D:\CODE\react\AppeWatch\apple-watch\node_modules\postcss-svgo\node_modules\commander,2022-12-23 04:28:51.312474,2022-12-23 04:28:44.124267,1970-01-01 05:08:16,4096,9,8,1,rusab
typings,D:\CODE\react\AppeWatch\apple-watch\node_modules\postcss-svgo\node_modules\commander\typings,2022-12-23 04:28:51.518283,2022-12-23 04:28:51.312474,1970-01-01 04:00:00,0,10,1,0,rusab
css-tree,D:\CODE\react\AppeWatch\apple-watch\node_modules\postcss-svgo\node_modules\css-tree,2022-12-23 04:28:58.339755,2022-12-23 04:28:44.123272,1970-01-01 05:08:16,4096,9,123,20,rusab
data,D:\CODE\react\AppeWatch\apple-watch\node_modules\postcss-svgo\node_modules\css-tree\data,2022-12-23 04:28:58.251606,2022-12-23 04:28:56.329858,1970-01-01 04:00:00,0,10,2,0,rusab
dist,D:\CODE\react\AppeWatch\apple-watch\node_modules\postcss-svgo\node_modules\css-tree\dist,2022-12-23 04:28:55.136007,2022-12-23 04:28:54.663140,1970-01-01 04:00:00,0,10,2,0,rusab
lib,D:\CODE\react\AppeWatch\apple-watch\node_modules\postcss-svgo\node_modules\css-tree\lib,2022-12-23 04:28:56.409472,2022-12-23 04:28:47.258868,1970-01-01 05:08:16,4096,10,115,17,rusab
common,D:\CODE\react\AppeWatch\apple-watch\node_modules\postcss-svgo\node_modules\css-tree\lib\common,2022-12-23 04:28:57.983307,2022-12-23 04:28:47.316295,1970-01-01 04:00:00,0,11,5,0,rusab
convertor,D:\CODE\react\AppeWatch\apple-watch\node_modules\postcss-svgo\node_modules\css-tree\lib\convertor,2022-12-23 04:28:56.357566,2022-12-23 04:28:53.805289,1970-01-01 04:00:00,0,11,2,0,rusab
definition-syntax,D:\CODE\react\AppeWatch\apple-watch\node_modules\postcss-svgo\node_modules\css-tree\lib\definition-syntax,2022-12-23 04:28:58.224525,2022-12-23 04:28:55.888360,1970-01-01 04:00:00,0,11,6,0,rusab
generator,D:\CODE\react\AppeWatch\apple-watch\node_modules\postcss-svgo\node_modules\css-tree\lib\generator,2022-12-23 04:28:57.532697,2022-12-23 04:28:54.000340,1970-01-01 04:00:00,0,11,3,0,rusab
lexer,D:\CODE\react\AppeWatch\apple-watch\node_modules\postcss-svgo\node_modules\css-tree\lib\lexer,2022-12-23 04:28:58.026489,2022-12-23 04:28:55.359325,1970-01-01 05:08:16,4096,11,12,0,rusab
parser,D:\CODE\react\AppeWatch\apple-watch\node_modules\postcss-svgo\node_modules\css-tree\lib\parser,2022-12-23 04:28:57.413512,2022-12-23 04:28:54.090651,1970-01-01 04:00:00,0,11,3,0,rusab
syntax,D:\CODE\react\AppeWatch\apple-watch\node_modules\postcss-svgo\node_modules\css-tree\lib\syntax,2022-12-23 04:28:56.669136,2022-12-23 04:28:49.048646,1970-01-01 05:08:16,4096,11,74,7,rusab
atrule,D:\CODE\react\AppeWatch\apple-watch\node_modules\postcss-svgo\node_modules\css-tree\lib\syntax\atrule,2022-12-23 04:28:57.882245,2022-12-23 04:28:55.822291,1970-01-01 04:00:00,0,12,6,0,rusab
config,D:\CODE\react\AppeWatch\apple-watch\node_modules\postcss-svgo\node_modules\css-tree\lib\syntax\config,2022-12-23 04:28:58.232530,2022-12-23 04:28:56.669136,1970-01-01 04:00:00,0,12,4,0,rusab
function,D:\CODE\react\AppeWatch\apple-watch\node_modules\postcss-svgo\node_modules\css-tree\lib\syntax\function,2022-12-23 04:28:58.143155,2022-12-23 04:28:55.790537,1970-01-01 04:00:00,0,12,2,0,rusab
node,D:\CODE\react\AppeWatch\apple-watch\node_modules\postcss-svgo\node_modules\css-tree\lib\syntax\node,2022-12-23 04:28:58.240529,2022-12-23 04:28:49.114090,1970-01-01 06:16:32,8192,12,41,0,rusab
pseudo,D:\CODE\react\AppeWatch\apple-watch\node_modules\postcss-svgo\node_modules\css-tree\lib\syntax\pseudo,2022-12-23 04:28:57.422508,2022-12-23 04:28:55.320869,1970-01-01 05:08:16,4096,12,14,1,rusab
common,D:\CODE\react\AppeWatch\apple-watch\node_modules\postcss-svgo\node_modules\css-tree\lib\syntax\pseudo\common,2022-12-23 04:28:57.403509,2022-12-23 04:28:56.925577,1970-01-01 04:00:00,0,13,3,0,rusab
scope,D:\CODE\react\AppeWatch\apple-watch\node_modules\postcss-svgo\node_modules\css-tree\lib\syntax\scope,2022-12-23 04:28:58.143155,2022-12-23 04:28:51.163091,1970-01-01 04:00:00,0,12,5,0,rusab
tokenizer,D:\CODE\react\AppeWatch\apple-watch\node_modules\postcss-svgo\node_modules\css-tree\lib\tokenizer,2022-12-23 04:28:58.132081,2022-12-23 04:28:52.743842,1970-01-01 04:00:00,0,11,4,0,rusab
utils,D:\CODE\react\AppeWatch\apple-watch\node_modules\postcss-svgo\node_modules\css-tree\lib\utils,2022-12-23 04:28:56.845420,2022-12-23 04:28:53.030255,1970-01-01 04:00:00,0,11,3,0,rusab
walker,D:\CODE\react\AppeWatch\apple-watch\node_modules\postcss-svgo\node_modules\css-tree\lib\walker,2022-12-23 04:28:56.634916,2022-12-23 04:28:54.264417,1970-01-01 04:00:00,0,11,2,0,rusab
mdn-data,D:\CODE\react\AppeWatch\apple-watch\node_modules\postcss-svgo\node_modules\mdn-data,2022-12-23 04:28:54.317320,2022-12-23 04:28:44.104509,1970-01-01 05:08:16,4096,9,23,3,rusab
api,D:\CODE\react\AppeWatch\apple-watch\node_modules\postcss-svgo\node_modules\mdn-data\api,2022-12-23 04:28:52.709032,2022-12-23 04:28:47.258868,1970-01-01 04:00:00,0,10,3,0,rusab
css,D:\CODE\react\AppeWatch\apple-watch\node_modules\postcss-svgo\node_modules\mdn-data\css,2022-12-23 04:28:54.272479,2022-12-23 04:28:48.216005,1970-01-01 05:08:16,4096,10,14,0,rusab
l10n,D:\CODE\react\AppeWatch\apple-watch\node_modules\postcss-svgo\node_modules\mdn-data\l10n,2022-12-23 04:28:51.244309,2022-12-23 04:28:49.911061,1970-01-01 04:00:00,0,10,2,0,rusab
source-map,D:\CODE\react\AppeWatch\apple-watch\node_modules\postcss-svgo\node_modules\source-map,2022-12-23 04:28:53.071026,2022-12-23 04:28:44.123272,1970-01-01 05:08:16,4096,9,20,2,rusab
dist,D:\CODE\react\AppeWatch\apple-watch\node_modules\postcss-svgo\node_modules\source-map\dist,2022-12-23 04:28:54.171542,2022-12-23 04:28:53.071026,1970-01-01 04:00:00,0,10,4,0,rusab
lib,D:\CODE\react\AppeWatch\apple-watch\node_modules\postcss-svgo\node_modules\source-map\lib,2022-12-23 04:28:52.786027,2022-12-23 04:28:49.788093,1970-01-01 05:08:16,4096,10,10,0,rusab
svgo,D:\CODE\react\AppeWatch\apple-watch\node_modules\postcss-svgo\node_modules\svgo,2022-12-23 04:28:56.810132,2022-12-23 04:28:44.123272,1970-01-01 04:00:00,0,9,80,5,rusab
bin,D:\CODE\react\AppeWatch\apple-watch\node_modules\postcss-svgo\node_modules\svgo\bin,2022-12-23 04:28:47.775088,2022-12-23 04:28:47.258868,1970-01-01 04:00:00,0,10,1,0,rusab
dist,D:\CODE\react\AppeWatch\apple-watch\node_modules\postcss-svgo\node_modules\svgo\dist,2022-12-23 04:28:56.513315,2022-12-23 04:28:56.507314,1970-01-01 04:00:00,0,10,1,0,rusab
lib,D:\CODE\react\AppeWatch\apple-watch\node_modules\postcss-svgo\node_modules\svgo\lib,2022-12-23 04:28:56.845420,2022-12-23 04:28:52.807617,1970-01-01 05:08:16,4096,10,19,1,rusab
svgo,D:\CODE\react\AppeWatch\apple-watch\node_modules\postcss-svgo\node_modules\svgo\lib\svgo,2022-12-23 04:28:56.840338,2022-12-23 04:28:52.867231,1970-01-01 05:08:16,4096,11,10,0,rusab
plugins,D:\CODE\react\AppeWatch\apple-watch\node_modules\postcss-svgo\node_modules\svgo\plugins,2022-12-23 04:28:56.452048,2022-12-23 04:28:48.217067,1970-01-01 07:24:48,12288,10,56,0,rusab
src,D:\CODE\react\AppeWatch\apple-watch\node_modules\postcss-svgo\src,2022-12-23 04:28:50.712200,2022-12-23 04:28:47.244256,1970-01-01 04:00:00,0,8,3,1,rusab
lib,D:\CODE\react\AppeWatch\apple-watch\node_modules\postcss-svgo\src\lib,2022-12-23 04:28:48.673924,2022-12-23 04:28:48.201005,1970-01-01 04:00:00,0,9,1,0,rusab
types,D:\CODE\react\AppeWatch\apple-watch\node_modules\postcss-svgo\types,2022-12-23 04:28:51.197191,2022-12-23 04:28:50.944225,1970-01-01 04:00:00,0,8,2,1,rusab
lib,D:\CODE\react\AppeWatch\apple-watch\node_modules\postcss-svgo\types\lib,2022-12-23 04:28:51.265403,2022-12-23 04:28:51.197191,1970-01-01 04:00:00,0,9,1,0,rusab
postcss-unique-selectors,D:\CODE\react\AppeWatch\apple-watch\node_modules\postcss-unique-selectors,2022-12-23 04:28:49.767018,2022-12-23 04:28:43.998336,1970-01-01 04:00:00,0,7,5,2,rusab
src,D:\CODE\react\AppeWatch\apple-watch\node_modules\postcss-unique-selectors\src,2022-12-23 04:28:47.674568,2022-12-23 04:28:47.244256,1970-01-01 04:00:00,0,8,1,0,rusab
types,D:\CODE\react\AppeWatch\apple-watch\node_modules\postcss-unique-selectors\types,2022-12-23 04:28:49.979744,2022-12-23 04:28:49.767018,1970-01-01 04:00:00,0,8,1,0,rusab
postcss-value-parser,D:\CODE\react\AppeWatch\apple-watch\node_modules\postcss-value-parser,2022-12-23 04:28:51.159500,2022-12-23 04:28:43.998336,1970-01-01 04:00:00,0,7,9,1,rusab
lib,D:\CODE\react\AppeWatch\apple-watch\node_modules\postcss-value-parser\lib,2022-12-23 04:28:51.303407,2022-12-23 04:28:47.246255,1970-01-01 04:00:00,0,8,6,0,rusab
prelude-ls,D:\CODE\react\AppeWatch\apple-watch\node_modules\prelude-ls,2022-12-23 04:28:51.592932,2022-12-23 04:28:44.017065,1970-01-01 04:00:00,0,7,10,1,rusab
lib,D:\CODE\react\AppeWatch\apple-watch\node_modules\prelude-ls\lib,2022-12-23 04:28:51.017885,2022-12-23 04:28:47.236238,1970-01-01 04:00:00,0,8,6,0,rusab
pretty-bytes,D:\CODE\react\AppeWatch\apple-watch\node_modules\pretty-bytes,2022-12-23 04:28:49.690186,2022-12-23 04:28:44.053245,1970-01-01 04:00:00,0,7,5,0,rusab
pretty-error,D:\CODE\react\AppeWatch\apple-watch\node_modules\pretty-error,2022-12-23 04:28:53.283200,2022-12-23 04:28:44.013963,1970-01-01 05:08:16,4096,7,19,5,rusab
.github,D:\CODE\react\AppeWatch\apple-watch\node_modules\pretty-error\.github,2022-12-23 04:28:53.292286,2022-12-23 04:28:53.283200,1970-01-01 04:00:00,0,8,1,1,rusab
workflows,D:\CODE\react\AppeWatch\apple-watch\node_modules\pretty-error\.github\workflows,2022-12-23 04:28:53.328044,2022-12-23 04:28:53.292286,1970-01-01 04:00:00,0,9,1,0,rusab
lib,D:\CODE\react\AppeWatch\apple-watch\node_modules\pretty-error\lib,2022-12-23 04:28:51.780063,2022-12-23 04:28:51.156494,1970-01-01 04:00:00,0,8,4,0,rusab
src,D:\CODE\react\AppeWatch\apple-watch\node_modules\pretty-error\src,2022-12-23 04:28:50.242646,2022-12-23 04:28:47.241238,1970-01-01 04:00:00,0,8,4,0,rusab
test,D:\CODE\react\AppeWatch\apple-watch\node_modules\pretty-error\test,2022-12-23 04:28:51.025887,2022-12-23 04:28:49.764016,1970-01-01 04:00:00,0,8,2,0,rusab
pretty-format,D:\CODE\react\AppeWatch\apple-watch\node_modules\pretty-format,2022-12-23 04:28:52.916011,2022-12-23 04:28:44.097512,1970-01-01 04:00:00,0,7,32,5,rusab
build,D:\CODE\react\AppeWatch\apple-watch\node_modules\pretty-format\build,2022-12-23 04:28:54.182604,2022-12-23 04:28:47.239240,1970-01-01 05:08:16,4096,8,24,2,rusab
plugins,D:\CODE\react\AppeWatch\apple-watch\node_modules\pretty-format\build\plugins,2022-12-23 04:28:54.131305,2022-12-23 04:28:47.286646,1970-01-01 05:08:16,4096,9,18,1,rusab
lib,D:\CODE\react\AppeWatch\apple-watch\node_modules\pretty-format\build\plugins\lib,2022-12-23 04:28:54.039992,2022-12-23 04:28:51.023886,1970-01-01 04:00:00,0,10,4,0,rusab
node_modules,D:\CODE\react\AppeWatch\apple-watch\node_modules\pretty-format\node_modules,2022-12-23 04:28:44.115268,2022-12-23 04:28:44.107512,1970-01-01 04:00:00,0,8,5,1,rusab
ansi-styles,D:\CODE\react\AppeWatch\apple-watch\node_modules\pretty-format\node_modules\ansi-styles,2022-12-23 04:28:49.788093,2022-12-23 04:28:44.115268,1970-01-01 04:00:00,0,9,5,0,rusab
process-nextick-args,D:\CODE\react\AppeWatch\apple-watch\node_modules\process-nextick-args,2022-12-23 04:28:49.048646,2022-12-23 04:28:44.056834,1970-01-01 04:00:00,0,7,4,0,rusab
promise,D:\CODE\react\AppeWatch\apple-watch\node_modules\promise,2022-12-23 04:28:55.237612,2022-12-23 04:28:44.036218,1970-01-01 05:08:16,4096,7,43,4,rusab
domains,D:\CODE\react\AppeWatch\apple-watch\node_modules\promise\domains,2022-12-23 04:28:55.055591,2022-12-23 04:28:50.060347,1970-01-01 05:08:16,4096,8,8,0,rusab
lib,D:\CODE\react\AppeWatch\apple-watch\node_modules\promise\lib,2022-12-23 04:28:55.072901,2022-12-23 04:28:50.747964,1970-01-01 05:08:16,4096,8,8,0,rusab
setimmediate,D:\CODE\react\AppeWatch\apple-watch\node_modules\promise\setimmediate,2022-12-23 04:28:55.117078,2022-12-23 04:28:51.144491,1970-01-01 05:08:16,4096,8,8,0,rusab
src,D:\CODE\react\AppeWatch\apple-watch\node_modules\promise\src,2022-12-23 04:28:55.148400,2022-12-23 04:28:51.329144,1970-01-01 05:08:16,4096,8,8,0,rusab
prompts,D:\CODE\react\AppeWatch\apple-watch\node_modules\prompts,2022-12-23 04:28:56.452048,2022-12-23 04:28:43.987018,1970-01-01 04:00:00,0,7,68,8,rusab
dist,D:\CODE\react\AppeWatch\apple-watch\node_modules\prompts\dist,2022-12-23 04:28:55.841726,2022-12-23 04:28:47.258868,1970-01-01 04:00:00,0,8,32,3,rusab
dateparts,D:\CODE\react\AppeWatch\apple-watch\node_modules\prompts\dist\dateparts,2022-12-23 04:28:56.406469,2022-12-23 04:28:52.960019,1970-01-01 05:08:16,4096,9,10,0,rusab
elements,D:\CODE\react\AppeWatch\apple-watch\node_modules\prompts\dist\elements,2022-12-23 04:28:56.345925,2022-12-23 04:28:49.888061,1970-01-01 05:08:16,4096,9,11,0,rusab
util,D:\CODE\react\AppeWatch\apple-watch\node_modules\prompts\dist\util,2022-12-23 04:28:56.369149,2022-12-23 04:28:47.304217,1970-01-01 05:08:16,4096,9,9,0,rusab
lib,D:\CODE\react\AppeWatch\apple-watch\node_modules\prompts\lib,2022-12-23 04:28:55.868339,2022-12-23 04:28:48.562711,1970-01-01 04:00:00,0,8,32,3,rusab
dateparts,D:\CODE\react\AppeWatch\apple-watch\node_modules\prompts\lib\dateparts,2022-12-23 04:28:56.419559,2022-12-23 04:28:53.081024,1970-01-01 05:08:16,4096,9,10,0,rusab
elements,D:\CODE\react\AppeWatch\apple-watch\node_modules\prompts\lib\elements,2022-12-23 04:28:56.361567,2022-12-23 04:28:50.830847,1970-01-01 05:08:16,4096,9,11,0,rusab
util,D:\CODE\react\AppeWatch\apple-watch\node_modules\prompts\lib\util,2022-12-23 04:28:56.390473,2022-12-23 04:28:48.941224,1970-01-01 05:08:16,4096,9,9,0,rusab
prop-types,D:\CODE\react\AppeWatch\apple-watch\node_modules\prop-types,2022-12-23 04:28:51.893432,2022-12-23 04:28:44.094511,1970-01-01 05:08:16,4096,7,21,5,rusab
lib,D:\CODE\react\AppeWatch\apple-watch\node_modules\prop-types\lib,2022-12-23 04:28:51.689882,2022-12-23 04:28:50.179302,1970-01-01 04:00:00,0,8,2,0,rusab
node_modules,D:\CODE\react\AppeWatch\apple-watch\node_modules\prop-types\node_modules,2022-12-23 04:28:44.113267,2022-12-23 04:28:44.105510,1970-01-01 04:00:00,0,8,9,3,rusab
react-is,D:\CODE\react\AppeWatch\apple-watch\node_modules\prop-types\node_modules\react-is,2022-12-23 04:28:51.088556,2022-12-23 04:28:44.113267,1970-01-01 05:08:16,4096,9,9,2,rusab
cjs,D:\CODE\react\AppeWatch\apple-watch\node_modules\prop-types\node_modules\react-is\cjs,2022-12-23 04:28:50.915478,2022-12-23 04:28:50.096072,1970-01-01 04:00:00,0,10,2,0,rusab
umd,D:\CODE\react\AppeWatch\apple-watch\node_modules\prop-types\node_modules\react-is\umd,2022-12-23 04:28:51.312474,2022-12-23 04:28:51.088556,1970-01-01 04:00:00,0,10,2,0,rusab
proxy-addr,D:\CODE\react\AppeWatch\apple-watch\node_modules\proxy-addr,2022-12-23 04:28:49.693181,2022-12-23 04:28:44.100511,1970-01-01 04:00:00,0,7,11,3,rusab
node_modules,D:\CODE\react\AppeWatch\apple-watch\node_modules\proxy-addr\node_modules,2022-12-23 04:28:44.117266,2022-12-23 04:28:44.108513,1970-01-01 04:00:00,0,8,6,2,rusab
ipaddr.js,D:\CODE\react\AppeWatch\apple-watch\node_modules\proxy-addr\node_modules\ipaddr.js,2022-12-23 04:28:49.788093,2022-12-23 04:28:44.117266,1970-01-01 04:00:00,0,9,6,1,rusab
lib,D:\CODE\react\AppeWatch\apple-watch\node_modules\proxy-addr\node_modules\ipaddr.js\lib,2022-12-23 04:28:50.715347,2022-12-23 04:28:49.788093,1970-01-01 04:00:00,0,10,2,0,rusab
psl,D:\CODE\react\AppeWatch\apple-watch\node_modules\psl,2022-12-23 04:28:52.867231,2022-12-23 04:28:44.044243,1970-01-01 05:08:16,4096,7,9,2,rusab
data,D:\CODE\react\AppeWatch\apple-watch\node_modules\psl\data,2022-12-23 04:28:51.743616,2022-12-23 04:28:51.683872,1970-01-01 04:00:00,0,8,1,0,rusab
dist,D:\CODE\react\AppeWatch\apple-watch\node_modules\psl\dist,2022-12-23 04:28:50.935138,2022-12-23 04:28:48.646645,1970-01-01 04:00:00,0,8,2,0,rusab
punycode,D:\CODE\react\AppeWatch\apple-watch\node_modules\punycode,2022-12-23 04:28:49.840420,2022-12-23 04:28:44.044243,1970-01-01 04:00:00,0,7,5,0,rusab
q,D:\CODE\react\AppeWatch\apple-watch\node_modules\q,2022-12-23 04:28:50.864706,2022-12-23 04:28:44.042248,1970-01-01 04:00:00,0,7,6,0,rusab
qs,D:\CODE\react\AppeWatch\apple-watch\node_modules\qs,2022-12-23 04:28:53.292286,2022-12-23 04:28:44.050250,1970-01-01 05:08:16,4096,7,17,4,rusab
.github,D:\CODE\react\AppeWatch\apple-watch\node_modules\qs\.github,2022-12-23 04:28:53.449349,2022-12-23 04:28:53.292286,1970-01-01 04:00:00,0,8,1,0,rusab
dist,D:\CODE\react\AppeWatch\apple-watch\node_modules\qs\dist,2022-12-23 04:28:51.285403,2022-12-23 04:28:51.211265,1970-01-01 04:00:00,0,8,1,0,rusab
lib,D:\CODE\react\AppeWatch\apple-watch\node_modules\qs\lib,2022-12-23 04:28:52.617626,2022-12-23 04:28:48.988713,1970-01-01 04:00:00,0,8,5,0,rusab
test,D:\CODE\react\AppeWatch\apple-watch\node_modules\qs\test,2022-12-23 04:28:52.725099,2022-12-23 04:28:50.845994,1970-01-01 04:00:00,0,8,3,0,rusab
querystringify,D:\CODE\react\AppeWatch\apple-watch\node_modules\querystringify,2022-12-23 04:28:49.068247,2022-12-23 04:28:44.044243,1970-01-01 04:00:00,0,7,4,0,rusab
queue-microtask,D:\CODE\react\AppeWatch\apple-watch\node_modules\queue-microtask,2022-12-23 04:28:49.697505,2022-12-23 04:28:44.040245,1970-01-01 04:00:00,0,7,5,0,rusab
quick-lru,D:\CODE\react\AppeWatch\apple-watch\node_modules\quick-lru,2022-12-23 04:28:49.697505,2022-12-23 04:28:44.043243,1970-01-01 04:00:00,0,7,5,0,rusab
raf,D:\CODE\react\AppeWatch\apple-watch\node_modules\raf,2022-12-23 04:28:50.746965,2022-12-23 04:28:44.036218,1970-01-01 05:08:16,4096,7,7,0,rusab
randombytes,D:\CODE\react\AppeWatch\apple-watch\node_modules\randombytes,2022-12-23 04:28:51.043951,2022-12-23 04:28:44.040245,1970-01-01 05:08:16,4096,7,8,0,rusab
range-parser,D:\CODE\react\AppeWatch\apple-watch\node_modules\range-parser,2022-12-23 04:28:49.693181,2022-12-23 04:28:44.050250,1970-01-01 04:00:00,0,7,5,0,rusab
raw-body,D:\CODE\react\AppeWatch\apple-watch\node_modules\raw-body,2022-12-23 04:28:50.845994,2022-12-23 04:28:44.075686,1970-01-01 05:08:16,4096,7,38,6,rusab
node_modules,D:\CODE\react\AppeWatch\apple-watch\node_modules\raw-body\node_modules,2022-12-23 04:28:44.132267,2022-12-23 04:28:44.101509,1970-01-01 04:00:00,0,8,31,5,rusab
bytes,D:\CODE\react\AppeWatch\apple-watch\node_modules\raw-body\node_modules\bytes,2022-12-23 04:28:49.788093,2022-12-23 04:28:44.109512,1970-01-01 04:00:00,0,9,5,0,rusab
iconv-lite,D:\CODE\react\AppeWatch\apple-watch\node_modules\raw-body\node_modules\iconv-lite,2022-12-23 04:28:54.070652,2022-12-23 04:28:44.132267,1970-01-01 04:00:00,0,9,26,3,rusab
encodings,D:\CODE\react\AppeWatch\apple-watch\node_modules\raw-body\node_modules\iconv-lite\encodings,2022-12-23 04:28:54.016927,2022-12-23 04:28:49.679664,1970-01-01 05:08:16,4096,10,17,1,rusab
tables,D:\CODE\react\AppeWatch\apple-watch\node_modules\raw-body\node_modules\iconv-lite\encodings\tables,2022-12-23 04:28:53.741171,2022-12-23 04:28:51.838056,1970-01-01 05:08:16,4096,11,8,0,rusab
lib,D:\CODE\react\AppeWatch\apple-watch\node_modules\raw-body\node_modules\iconv-lite\lib,2022-12-23 04:28:54.269478,2022-12-23 04:28:54.070652,1970-01-01 04:00:00,0,10,5,0,rusab
react,D:\CODE\react\AppeWatch\apple-watch\node_modules\react,2022-12-23 04:28:54.001664,2022-12-23 04:28:43.983015,1970-01-01 05:08:16,4096,7,20,2,rusab
cjs,D:\CODE\react\AppeWatch\apple-watch\node_modules\react\cjs,2022-12-23 04:28:53.805289,2022-12-23 04:28:49.663627,1970-01-01 05:08:16,4096,8,10,0,rusab
umd,D:\CODE\react\AppeWatch\apple-watch\node_modules\react\umd,2022-12-23 04:28:53.240596,2022-12-23 04:28:52.676823,1970-01-01 04:00:00,0,8,3,0,rusab
react-app-polyfill,D:\CODE\react\AppeWatch\apple-watch\node_modules\react-app-polyfill,2022-12-23 04:28:50.829844,2022-12-23 04:28:43.987018,1970-01-01 05:08:16,4096,7,7,0,rusab
react-dev-utils,D:\CODE\react\AppeWatch\apple-watch\node_modules\react-dev-utils,2022-12-23 04:28:55.021123,2022-12-23 04:28:44.056834,1970-01-01 06:16:32,8192,7,88,12,rusab
node_modules,D:\CODE\react\AppeWatch\apple-watch\node_modules\react-dev-utils\node_modules,2022-12-23 04:28:44.122269,2022-12-23 04:28:44.091511,1970-01-01 05:08:16,4096,8,51,11,rusab
ansi-styles,D:\CODE\react\AppeWatch\apple-watch\node_modules\react-dev-utils\node_modules\ansi-styles,2022-12-23 04:28:49.788093,2022-12-23 04:28:44.122269,1970-01-01 04:00:00,0,9,5,0,rusab
chalk,D:\CODE\react\AppeWatch\apple-watch\node_modules\react-dev-utils\node_modules\chalk,2022-12-23 04:28:50.996810,2022-12-23 04:28:44.121267,1970-01-01 04:00:00,0,9,7,1,rusab
source,D:\CODE\react\AppeWatch\apple-watch\node_modules\react-dev-utils\node_modules\chalk\source,2022-12-23 04:28:49.312551,2022-12-23 04:28:47.258868,1970-01-01 04:00:00,0,10,3,0,rusab
color-convert,D:\CODE\react\AppeWatch\apple-watch\node_modules\react-dev-utils\node_modules\color-convert,2022-12-23 04:28:50.920132,2022-12-23 04:28:44.121267,1970-01-01 05:08:16,4096,9,7,0,rusab
color-name,D:\CODE\react\AppeWatch\apple-watch\node_modules\react-dev-utils\node_modules\color-name,2022-12-23 04:28:49.114090,2022-12-23 04:28:44.121267,1970-01-01 04:00:00,0,9,4,0,rusab
escape-string-regexp,D:\CODE\react\AppeWatch\apple-watch\node_modules\react-dev-utils\node_modules\escape-string-regexp,2022-12-23 04:28:49.788093,2022-12-23 04:28:44.121267,1970-01-01 04:00:00,0,9,5,0,rusab
has-flag,D:\CODE\react\AppeWatch\apple-watch\node_modules\react-dev-utils\node_modules\has-flag,2022-12-23 04:28:49.788093,2022-12-23 04:28:44.121267,1970-01-01 04:00:00,0,9,5,0,rusab
loader-utils,D:\CODE\react\AppeWatch\apple-watch\node_modules\react-dev-utils\node_modules\loader-utils,2022-12-23 04:28:52.676823,2022-12-23 04:28:44.121267,1970-01-01 04:00:00,0,9,13,2,rusab
